,t,z,csim,csim2,cvar,cvar2
0,1.0,0.0,1.0441174464611633,0.0,0.13415852675075923,0.0
1,1.0,1.0,1.3579819338729775,0.0,0.23724055180146575,0.0
2,1.0,2.0,1.5925424886611028,0.0,0.282851248111446,0.0
3,1.0,3.0,1.757174280549223,0.0,0.2790477078494451,0.0
4,1.0,4.0,1.862633559957213,0.0,0.25113417864188614,0.0
5,1.0,5.0,1.919731514271071,0.0,0.2216595712181344,0.0
6,1.0,6.0,1.9384120610674753,0.0,0.20407818939265132,0.0
7,1.0,7.0,1.927282076388459,0.0,0.20341995761376142,0.0
8,1.0,8.0,1.8936854433580304,0.0,0.219376543532396,0.0
9,1.0,9.0,1.8436549089285452,0.0,0.24862536622402764,0.0
10,1.0,10.0,1.782011079577038,0.0,0.286729187062555,0.0
11,1.0,11.0,1.7125790195026795,0.0,0.32928239174330587,0.0
12,1.0,12.0,1.6383364572334849,0.0,0.3725436962677393,0.0
13,1.0,13.0,1.5615730868791393,0.0,0.4136504449417484,0.0
14,1.0,14.0,1.4840265671861583,0.0,0.45061943110574143,0.0
15,1.0,15.0,1.4069938817592764,0.0,0.4822319736622489,0.0
16,1.0,16.0,1.3314253504771238,0.0,0.5078835114612492,0.0
17,1.0,17.0,1.2580001566108638,0.0,0.5274312469444049,0.0
18,1.0,18.0,1.187187538158271,0.0,0.5410595309654072,0.0
19,1.0,19.0,1.1192938452541907,0.0,0.5491663525184627,0.0
20,1.0,20.0,1.054501958992069,0.0,0.5522784911218754,0.0
21,1.0,21.0,0.9929007687037154,0.0,0.5509857565789894,0.0
22,1.0,22.0,0.9345088882407308,0.0,0.5458950761028378,0.0
23,1.0,23.0,0.8792931587393802,0.0,0.5375992208764777,0.0
24,1.0,24.0,0.8271828652530373,0.0,0.5266565009520692,0.0
25,1.0,25.0,0.7780808540459563,0.0,0.5135790647749984,0.0
26,1.0,26.0,0.7318720098899788,0.0,0.49882696327722265,0.0
27,1.0,27.0,0.6884295396963125,0.0,0.4828058883470367,0.0
28,1.0,28.0,0.6476203329929118,0.0,0.4658693139878879,0.0
29,1.0,29.0,0.6093084814813512,0.0,0.4483207831463254,0.0
30,1.0,30.0,0.5733579700091326,0.0,0.43041765525175973,0.0
31,1.0,31.0,0.5396348518603142,0.0,0.4123757381291791,0.0
32,1.0,32.0,0.5080085457164878,0.0,0.39437346653138744,0.0
33,1.0,33.0,0.47835312012287223,0.0,0.37655701476623105,0.0
34,1.0,34.0,0.45054773247474306,0.0,0.35904383626672753,0.0
35,1.0,35.0,0.4244771334814352,0.0,0.3419268823059906,0.0
36,1.0,36.0,0.4000319192484493,0.0,0.3252780688146344,0.0
37,1.0,37.0,0.3771085572090737,0.0,0.3091514806516843,0.0
38,1.0,38.0,0.35560940895337834,0.0,0.293586146168281,0.0
39,1.0,39.0,0.33544255624745295,0.0,0.27860852458298363,0.0
40,1.0,40.0,0.316521697605174,0.0,0.26423463056313157,0.0
41,1.0,41.0,0.29876586978137404,0.0,0.25047189555927174,0.0
42,1.0,42.0,0.28209928273206847,0.0,0.23732075006098635,0.0
43,1.0,43.0,0.26645100018223555,0.0,0.22477598084813288,0.0
44,1.0,44.0,0.2517547448842113,0.0,0.21282787844443907,0.0
45,1.0,45.0,0.23794858864045776,0.0,0.201463230052239,0.0
46,1.0,46.0,0.2249747360041404,0.0,0.19066611349517149,0.0
47,1.0,47.0,0.21277923082056635,0.0,0.18041858668463762,0.0
48,1.0,48.0,0.20131176523216537,0.0,0.17070127123781165,0.0
49,1.0,49.0,0.19052539461167262,0.0,0.16149380119852286,0.0
50,1.0,50.0,0.18037636166374407,0.0,0.1527752347665104,0.0
51,1.0,51.0,0.17082384983925988,0.0,0.14452434351529173,0.0
52,1.0,52.0,0.16182980946267572,0.0,0.1367198900673759,0.0
53,1.0,53.0,0.15335876075887797,0.0,0.1293408189139908,0.0
54,1.0,54.0,0.1453776017340312,0.0,0.12236641138659937,0.0
55,1.0,55.0,0.13785548773692935,0.0,0.11577644126805332,0.0
56,1.0,56.0,0.1307636222500101,0.0,0.1095512257888677,0.0
57,1.0,57.0,0.1240751573693025,0.0,0.10367174368306688,0.0
58,1.0,58.0,0.11776503233434706,0.0,0.09811964374532178,0.0
59,1.0,59.0,0.11180985845756103,0.0,0.09287731169504894,0.0
60,1.0,60.0,0.10618780764028003,0.0,0.08792786767119984,0.0
61,1.0,61.0,0.10087848712830268,0.0,0.08325518616602974,0.0
62,1.0,62.0,0.09586286462902217,0.0,0.07884389282626071,0.0
63,1.0,63.0,0.09112313503081487,0.0,0.0746793445592196,0.0
64,1.0,64.0,0.08664268955606354,0.0,0.07074764425210481,0.0
65,1.0,65.0,0.08240596718688012,0.0,0.06703559260200491,0.0
66,1.0,66.0,0.07839845531166097,0.0,0.06353068820647256,0.0
67,1.0,67.0,0.0746065344181866,0.0,0.060221101621373535,0.0
68,1.0,68.0,0.07101750714415997,0.0,0.057095627371322115,0.0
69,1.0,69.0,0.06761944128718657,0.0,0.054143703438638585,0.0
70,1.0,70.0,0.06440120733408353,0.0,0.051355336781385194,0.0
71,1.0,71.0,0.06135236637853689,0.0,0.048721107568213275,0.0
72,1.0,72.0,0.05846312084192898,0.0,0.046232131897385204,0.0
73,1.0,73.0,0.05572431596910279,0.0,0.043880015761795656,0.0
74,1.0,74.0,0.05312733131333426,0.0,0.041656878311581706,0.0
75,1.0,75.0,0.05066415287864185,0.0,0.03955529177725487,0.0
76,1.0,76.0,0.04832713568078838,0.0,0.03756820909320973,0.0
77,1.0,77.0,0.0461092792532167,0.0,0.035689122193889214,0.0
78,1.0,78.0,0.044003844776247206,0.0,0.03391174283469627,0.0
79,1.0,79.0,0.04200459830085079,0.0,0.03223025729919928,0.0
80,1.0,80.0,0.04010566960843078,0.0,0.030639187097723713,0.0
81,1.0,81.0,0.038301525783499074,0.0,0.029133357940340297,0.0
82,1.0,82.0,0.03658698343067822,0.0,0.027707901450801573,0.0
83,1.0,83.0,0.034957148712254686,0.0,0.02635825572434571,0.0
84,1.0,84.0,0.033407439025817824,0.0,0.025080091611683994,0.0
85,1.0,85.0,0.03193352738011589,0.0,0.023869393441436175,0.0
86,1.0,86.0,0.030531356088638027,0.0,0.022722334483847712,0.0
87,1.0,87.0,0.02919705824093478,0.0,0.02163530543416102,0.0
88,1.0,88.0,0.02792708037042261,0.0,0.020604977646886225,0.0
89,1.0,89.0,0.026717980855794913,0.0,0.01962814581341976,0.0
90,1.0,90.0,0.025566584754077467,0.0,0.018701846642096443,0.0
91,1.0,91.0,0.024469858469028046,0.0,0.01782325638827093,0.0
92,1.0,92.0,0.023424964415974966,0.0,0.01698972535462333,0.0
93,1.0,93.0,0.02242920897458267,0.0,0.016198778381119664,0.0
94,1.0,94.0,0.02148005292690271,0.0,0.015448042704824288,0.0
95,1.0,95.0,0.020575131336986553,0.0,0.014735358771069823,0.0
96,1.0,96.0,0.01971216091145223,0.0,0.014058607257342695,0.0
97,1.0,97.0,0.01888901202652452,0.0,0.013415831465070936,0.0
98,1.0,98.0,0.01810367879770804,0.0,0.012805201971811188,0.0
99,1.0,99.0,0.017354247818987895,0.0,0.012224961213218928,0.0
100,1.0,100.0,0.016638931211922933,0.0,0.011673489234735577,0.0
101,1.0,101.0,0.01595602076829822,0.0,0.01114923661905253,0.0
102,1.0,102.0,0.015303920394870956,0.0,0.010650759923446601,0.0
103,1.0,103.0,0.014681098516329523,0.0,0.01017667521561425,0.0
104,1.0,104.0,0.014086120616537436,0.0,0.009725694508617589,0.0
105,1.0,105.0,0.013517619514295693,0.0,0.009296591675494485,0.0
106,1.0,106.0,0.012974314449359025,0.0,0.008888228557496665,0.0
107,1.0,107.0,0.012454978835973653,0.0,0.008499510863596236,0.0
108,1.0,108.0,0.011958457240716532,0.0,0.008129414928318783,0.0
109,1.0,109.0,0.011483653579241384,0.0,0.007776972804399593,0.0
110,1.0,110.0,0.01102952978616646,0.0,0.007441271596415152,0.0
111,1.0,111.0,0.010595101870186554,0.0,0.007121449215469796,0.0
112,1.0,112.0,0.010179436323800717,0.0,0.006816690433628041,0.0
113,1.0,113.0,0.009781647483532628,0.0,0.006526224401680344,0.0
114,1.0,114.0,0.009400894770778455,0.0,0.006249321959574848,0.0
115,1.0,115.0,0.009036380415887698,0.0,0.0059852937632806835,0.0
116,1.0,116.0,0.008687347440737353,0.0,0.005733488676104051,0.0
117,1.0,117.0,0.008353077800939213,0.0,0.005493292026792175,0.0
118,1.0,118.0,0.008032890306772605,0.0,0.0052641234062920685,0.0
119,1.0,119.0,0.007726138369061404,0.0,0.005045433956326213,0.0
120,1.0,120.0,0.007432207554946535,0.0,0.0048367035639744075,0.0
121,1.0,121.0,0.007150513298279546,0.0,0.004637438529200401,0.0
122,1.0,122.0,0.006880499017181514,0.0,0.004447170127352946,0.0
123,1.0,123.0,0.0066216349040397445,0.0,0.00426545408158818,0.0
124,1.0,124.0,0.006373417143469375,0.0,0.004091870482771558,0.0
125,1.0,125.0,0.006135367413212919,0.0,0.003926023428090171,0.0
126,1.0,126.0,0.005907032061482719,0.0,0.0037675397784799666,0.0
127,1.0,127.0,0.005687980719406769,0.0,0.0036160669071984867,0.0
128,1.0,128.0,0.005477804278243388,0.0,0.0034712699056054816,0.0
129,1.0,129.0,0.005276112630579439,0.0,0.0033328290998651533,0.0
130,1.0,130.0,0.005082532717656641,0.0,0.003200438688962234,0.0
131,1.0,131.0,0.004896707345202201,0.0,0.0030738068260407155,0.0
132,1.0,132.0,0.004718295070764071,0.0,0.0029526567580335093,0.0
133,1.0,133.0,0.00454697078613926,0.0,0.0028367280764657115,0.0
134,1.0,134.0,0.0043824264014112515,0.0,0.0027257770131915893,0.0
135,1.0,135.0,0.004224370847742822,0.0,0.00261957513733456,0.0
136,1.0,136.0,0.004072528964479209,0.0,0.002517906589676081,0.0
137,1.0,137.0,0.0039266392842170015,0.0,0.002420564759149957,0.0
138,1.0,138.0,0.0037864513506398853,0.0,0.0023273496748488867,0.0
139,1.0,139.0,0.003651723453965417,0.0,0.0022380671521410943,0.0
140,1.0,140.0,0.00352222164412657,0.0,0.002152529972069921,0.0
141,1.0,141.0,0.0033977202987440992,0.0,0.0020705604311858743,0.0
142,1.0,142.0,0.003278003891660108,0.0,0.001991992914559782,0.0
143,1.0,143.0,0.0031628689976799366,0.0,0.0019166750576641918,0.0
144,1.0,144.0,0.003052125418341993,0.0,0.0018444666413595873,0.0
145,1.0,145.0,0.002945595622261356,0.0,0.0017752363704919552,0.0
146,1.0,146.0,0.0028431123763527646,0.0,0.0017088576752373845,0.0
147,1.0,147.0,0.002744515333136541,0.0,0.0016452051927135947,0.0
148,1.0,148.0,0.002649647774070128,0.0,0.0015841533834441517,0.0
149,1.0,149.0,0.0025583548073616624,0.0,0.001525577874851781,0.0
150,1.0,150.0,0.002470483733482487,0.0,0.0014693589626717245,0.0
